Регион;Код;Пол;Местность;2017;2018;2019;2020;2021;2022;2023
Архангельская область;110;Мужчины;Городская местность;15583.0;15711.0;14238.0;11571.0;12110.0;11781.0;11788.0
Ненецкий автономный округ (Архангельская область);111;Мужчины;Городская местность;819.0;886.0;746.0;628.0;666.0;634.0;614.0
Архангельская область (кроме Ненецкого автономного округа);110;Мужчины;Городская местность;14764.0;14825.0;13492.0;10943.0;11444.0;11147.0;11174.0
Вологодская область;190;Мужчины;Городская местность;9404.0;8737.0;7916.0;6433.0;6621.0;5624.0;5127.0
Вологда;194;Мужчины;Городская местность;3206.0;2690.0;2690.0;2690.0;2690.0;2690.0;2690.0
Череповец;194;Мужчины;Городская местность;3004.0;2973.0;2973.0;2973.0;2973.0;2973.0;2973.0
Калининградская область;270;Мужчины;Городская местность;10753.0;11362.0;11672.0;10241.0;11031.0;11093.0;10182.0
Ленинградская область;410;Мужчины;Городская местность;18462.0;18843.0;18909.0;19281.0;19956.0;18877.0;18946.0
Мурманская область;470;Мужчины;Городская местность;17878.0;17795.0;16474.0;13381.0;13161.0;12369.0;11527.0
Новгородская область;490;Мужчины;Городская местность;6808.0;6585.0;6351.0;5994.0;5891.0;5622.0;4984.0
Псковская область;580;Мужчины;Городская местность;8678.0;8239.0;8384.0;6911.0;6632.0;6424.0;6139.0
Город Санкт-Петербург город федерального значения;400;Мужчины;Городская местность;85307.0;89639.0;84203.0;75440.0;76887.0;72069.0;68132.0
Южный федеральный округ (с 29.07.2016);40;Мужчины;Городская местность;116271.0;118779.0;113341.0;103526.0;105627.0;105691.0;103739.0
Республика Адыгея (Адыгея);790;Мужчины;Городская местность;3241.0;3056.0;2841.0;2765.0;2684.0;2875.0;2786.0
Республика Калмыкия;850;Мужчины;Городская местность;3385.0;3337.0;3044.0;2435.0;2607.0;2765.0;2399.0
Республика Крым;350;Мужчины;Городская местность;7990.0;8630.0;9028.0;10075.0;9991.0;10358.0;9330.0
Краснодарский край;300;Мужчины;Городская местность;39168.0;38828.0;37803.0;33344.0;34130.0;33452.0;33560.0
Краснодар;340;Мужчины;Городская местность;11419.0;11462.0;11462.0;11462.0;11462.0;11462.0;11462.0
Армавир;340;Мужчины;Городская местность;1546.0;1544.0;1544.0;1544.0;1544.0;1544.0;1544.0
Новороссийск;342;Мужчины;Городская местность;2971.0;2779.0;2779.0;2779.0;2779.0;2779.0;2779.0
Сочи;342;Мужчины;Городская местность;5844.0;6483.0;6483.0;6483.0;6483.0;6483.0;6483.0
Астраханская область;120;Мужчины;Городская местность;7031.0;6858.0;6412.0;5943.0;6514.0;6309.0;5826.0
Волгоградская область;180;Мужчины;Городская местность;19861.0;20964.0;18894.0;16159.0;16218.0;16590.0;16268.0
Ростовская область;600;Мужчины;Городская местность;30286.0;30871.0;28985.0;25816.0;25696.0;25428.0;24897.0
Город федерального значения Севастополь;670;Мужчины;Городская местность;5309.0;6235.0;6334.0;6989.0;7787.0;7914.0;8673.0
Северо-Кавказский федеральный округ;38;Мужчины;Городская местность;48128.0;48146.0;46713.0;38411.0;38755.0;38182.0;35741.0
Республика Дагестан;820;Мужчины;Городская местность;11296.0;10726.0;10764.0;8579.0;8576.0;8707.0;7989.0
Республика Ингушетия;260;Мужчины;Городская местность;1707.0;1742.0;1722.0;1658.0;1760.0;1948.0;1500.0
Кабардино-Балкарская Республика;830;Мужчины;Городская местность;4170.0;4110.0;3737.0;2716.0;2797.0;2869.0;2608.0
Карачаево-Черкесская Республика;910;Мужчины;Городская местность;2187.0;2265.0;2400.0;2219.0;2437.0;2318.0;2298.0
Республика Северная Осетия-Алания;900;Мужчины;Городская местность;5108.0;5020.0;4708.0;3457.0;3284.0;3425.0;2857.0
Чеченская Республика;960;Мужчины;Городская местность;3727.0;4004.0;3631.0;2904.0;3418.0;3701.0;3145.0
Ставропольский край;700;Мужчины;Городская местность;19933.0;20279.0;19751.0;16878.0;16483.0;15214.0;15344.0
Приволжский федеральный округ;33;Мужчины;Городская местность;227261.0;232362.0;214425.0;184804.0;191415.0;181637.0;176217.0
Республика Башкортостан;800;Мужчины;Городская местность;32113.0;32810.0;31440.0;27484.0;28950.0;29093.0;29282.0
Республика Марий Эл;880;Мужчины;Городская местность;5558.0;5325.0;5627.0;4904.0;4904.0;4750.0;4533.0
Республика Мордовия;890;Мужчины;Городская местность;5841.0;5616.0;5381.0;4512.0;4544.0;4607.0;4371.0
Республика Татарстан (Татарстан);920;Мужчины;Городская местность;26770.0;27626.0;26156.0;23938.0;26328.0;22655.0;23331.0
Удмуртская Республика;940;Мужчины;Городская местность;10368.0;10785.0;9132.0;8316.0;9000.0;9041.0;8492.0
Чувашская Республика - Чувашия;970;Мужчины;Городская местность;10585.0;11028.0;9660.0;8574.0;8203.0;7707.0;7572.0
Пермский край;570;Мужчины;Городская местность;23319.0;24224.0;21356.0;18821.0;19644.0;17830.0;16937.0
Кировская область;330;Мужчины;Городская местность;14865.0;15717.0;15028.0;12522.0;13062.0;12699.0;12602.0
Нижегородская область;220;Мужчины;Городская местность;23301.0;23385.0;21824.0;18727.0;18795.0;18299.0;17220.0
Оренбургская область;530;Мужчины;Городская местность;12923.0;12424.0;11728.0;9701.0;10659.0;10047.0;9296.0
Пензенская область;560;Мужчины;Городская местность;9305.0;9336.0;8222.0;6464.0;6218.0;5919.0;5723.0
Самарская область;360;Мужчины;Городская местность;22370.0;23948.0;21256.0;17954.0;18821.0;17863.0;17162.0
Саратовская область;630;Мужчины;Городская местность;20873.0;20596.0;19148.0;15621.0;14880.0;14458.0;13488.0
Саратов;634;Мужчины;Городская местность;8227.0;8227.0;8227.0;8227.0;8227.0;8227.0;8227.0
Балаково;634;Мужчины;Городская местность;1733.0;1733.0;1733.0;1733.0;1733.0;1733.0;1733.0
Ульяновская область;730;Мужчины;Городская местность;9070.0;9542.0;8467.0;7266.0;7407.0;6669.0;6208.0
Уральский федеральный округ;34;Мужчины;Городская местность;139451.0;140426.0;130132.0;111249.0;115047.0;105858.0;99940.0
Курганская область;370;Мужчины;Городская местность;7746.0;8070.0;7275.0;6501.0;6723.0;5879.0;5563.0
Свердловская область;650;Мужчины;Городская местность;40794.0;41052.0;38077.0;32622.0;31709.0;28716.0;26490.0
Тюменская область;710;Мужчины;Городская местность;60085.0;59272.0;54370.0;46253.0;49103.0;46632.0;44145.0
Ханты-Мансийский автономный округ - Югра (Тюменская область);711;Мужчины;Городская местность;33023.0;31306.0;29032.0;24290.0;24290.0;24290.0;24290.0
Ямало-Ненецкий автономный округ (Тюменская область);711;Мужчины;Городская местность;15211.0;14849.0;12929.0;10637.0;10901.0;10764.0;9742.0
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);710;Мужчины;Городская местность;11851.0;13117.0;12409.0;11326.0;11618.0;11368.0;10774.0
Челябинская область;750;Мужчины;Городская местность;30826.0;32032.0;30410.0;25873.0;27512.0;24631.0;23742.0
Сибирский федеральный округ;35;Мужчины;Городская местность;189792.0;189792.0;189792.0;189792.0;189792.0;189792.0;189792.0
Сибирский федеральный округ (с 03.11.2018);41;Мужчины;Городская местность;173310.0;173310.0;157315.0;134791.0;139065.0;132445.0;124457.0
Республика Алтай;840;Мужчины;Городская местность;1674.0;1512.0;1560.0;1297.0;1298.0;1351.0;1250.0
Республика Тыва;930;Мужчины;Городская местность;3164.0;3447.0;3006.0;2709.0;2888.0;3057.0;3032.0
Республика Хакасия;950;Мужчины;Городская местность;6269.0;6281.0;5824.0;5358.0;6010.0;5495.0;5426.0
Алтайский край;100;Мужчины;Городская местность;17560.0;18180.0;17502.0;13701.0;15170.0;13705.0;13060.0
Чита;764;Мужчины;Городская местность;4130.0;4471.0;4471.0;4471.0;4471.0;4471.0;4471.0
Красноярский край;400;Мужчины;Городская местность;37641.0;38753.0;36150.0;33059.0;34932.0;34142.0;33554.0
Иркутская область;250;Мужчины;Городская местность;23785.0;23620.0;19870.0;15746.0;15615.0;15564.0;14302.0
Кемеровская область - Кузбасс;320;Мужчины;Городская местность;28281.0;29938.0;26806.0;22492.0;23080.0;21624.0;20189.0
Новосибирская область;500;Мужчины;Городская местность;21723.0;22899.0;20060.0;18224.0;18967.0;18094.0;16432.0
Омская область;520;Мужчины;Городская местность;16088.0;16457.0;15086.0;12658.0;12532.0;11169.0;10036.0
Томская область;690;Мужчины;Городская местность;12569.0;12223.0;11451.0;9547.0;8573.0;8244.0;7176.0
Томск;694;Мужчины;Городская местность;9228.0;9000.0;9000.0;9000.0;9000.0;9000.0;9000.0
Дальневосточный федеральный округ;36;Мужчины;Городская местность;84888.0;84888.0;84888.0;84888.0;84888.0;84888.0;84888.0
Дальневосточный федеральный округ (с 03.11.2018);42;Мужчины;Городская местность;106165.0;106165.0;98471.0;85874.0;89246.0;86295.0;79468.0
Республика Бурятия;810;Мужчины;Городская местность;10738.0;11102.0;10477.0;9111.0;9992.0;9124.0;8692.0
Забайкальский край;760;Мужчины;Городская местность;10300.0;10717.0;9991.0;8428.0;8254.0;7824.0;7405.0
Республика Саха (Якутия);980;Мужчины;Городская местность;14278.0;13859.0;12907.0;11831.0;12366.0;12273.0;11368.0
Камчатский край;300;Мужчины;Городская местность;4335.0;4600.0;4205.0;3752.0;3857.0;3667.0;3466.0
Приморский край;500;Мужчины;Городская местность;23938.0;24515.0;22947.0;20139.0;21399.0;21024.0;18674.0
Хабаровский край;800;Мужчины;Городская местность;17498.0;16617.0;16072.0;13483.0;14518.0;14224.0;13572.0
Амурская область;100;Мужчины;Городская местность;9166.0;9048.0;8049.0;6929.0;6757.0;7085.0;6017.0
Магаданская область;440;Мужчины;Городская местность;3734.0;3912.0;3399.0;2903.0;3034.0;2722.0;2602.0
Сахалинская область;640;Мужчины;Городская местность;7796.0;7945.0;6421.0;5684.0;5491.0;4895.0;4618.0
Еврейская автономная область;990;Мужчины;Городская местность;1837.0;1554.0;1626.0;1342.0;1561.0;1418.0;1188.0
Чукотский автономный округ;770;Мужчины;Городская местность;2306.0;2296.0;2377.0;2272.0;2017.0;2039.0;1866.0
Энгельс;634;Мужчины;Городская местность;2134.0;2134.0;2134.0;2134.0;2134.0;2134.0;2134.0
Северск;695;Мужчины;Городская местность;1274.0;1326.0;1326.0;1326.0;1326.0;1326.0;1326.0
Центральный федеральный округ;30;Мужчины;Сельская местность;591491.0;631775.0;593044.0;509815.0;496417.0;485386.0;488746.0
Белгородская область;140;Мужчины;Сельская местность;27043.0;30084.0;28205.0;22526.0;22049.0;21040.0;24619.0
Брянская область;150;Мужчины;Сельская местность;24924.0;24965.0;22355.0;18637.0;18833.0;18069.0;16777.0
Владимирская область;170;Мужчины;Сельская местность;22656.0;23155.0;20492.0;16135.0;17446.0;16885.0;15418.0
Воронежская область;200;Мужчины;Сельская местность;42481.0;43175.0;41506.0;33949.0;32700.0;31338.0;27405.0
Ивановская область;240;Мужчины;Сельская местность;18382.0;18776.0;17896.0;14781.0;14675.0;13666.0;12439.0
Калужская область;290;Мужчины;Сельская местность;19315.0;19803.0;16388.0;14533.0;19058.0;19124.0;17313.0
Костромская область;340;Мужчины;Сельская местность;15821.0;16052.0;15312.0;13004.0;11694.0;10135.0;9602.0
Курская область;380;Мужчины;Сельская местность;22064.0;24668.0;22095.0;17681.0;17787.0;17706.0;15625.0
Липецкая область;420;Мужчины;Сельская местность;24080.0;25159.0;24370.0;19076.0;19897.0;17987.0;15055.0
Московская область;460;Мужчины;Сельская местность;129969.0;140410.0;133103.0;126543.0;117690.0;114802.0;117731.0
Орловская область;540;Мужчины;Сельская местность;14190.0;14917.0;12739.0;9394.0;8909.0;8524.0;7726.0
Рязанская область;610;Мужчины;Сельская местность;21745.0;23300.0;21939.0;18906.0;18201.0;17957.0;16776.0
Смоленская область;660;Мужчины;Сельская местность;19388.0;19416.0;17912.0;15044.0;15441.0;15589.0;14239.0
Тамбовская область;680;Мужчины;Сельская местность;22042.0;22677.0;20549.0;15619.0;14913.0;13758.0;11938.0
Тверская область;280;Мужчины;Сельская местность;24784.0;25144.0;24021.0;19912.0;20381.0;19564.0;17240.0
Тульская область;700;Мужчины;Сельская местность;26781.0;27184.0;24807.0;19830.0;20741.0;20195.0;17547.0
Ярославская область;780;Мужчины;Сельская местность;21901.0;22215.0;20512.0;17599.0;17012.0;16903.0;15854.0
Город Москва столица Российской Федерации город федерального значения;450;Мужчины;Сельская местность;93925.0;110675.0;108843.0;96646.0;88990.0;92144.0;115442.0
Северо-Западный федеральный округ;31;Мужчины;Сельская местность;293040.0;299766.0;281230.0;242284.0;248460.0;233162.0;221388.0
Республика Карелия;860;Мужчины;Сельская местность;14596.0;14341.0;12952.0;10296.0;11112.0;9650.0;8903.0
Республика Коми;870;Мужчины;Сельская местность;24209.0;23630.0;20387.0;17490.0;18327.0;16479.0;15656.0
Архангельская область;110;Мужчины;Сельская местность;29389.0;30027.0;27228.0;21403.0;23014.0;22107.0;22318.0
Ненецкий автономный округ (Архангельская область);111;Мужчины;Сельская местность;1465.0;1532.0;1400.0;1152.0;1098.0;1108.0;1020.0
Архангельская область (кроме Ненецкого автономного округа);110;Мужчины;Сельская местность;27924.0;28495.0;25828.0;20251.0;21916.0;20999.0;21298.0
Вологодская область;190;Мужчины;Сельская местность;22630.0;21167.0;18516.0;15373.0;15127.0;13240.0;11895.0
Калининградская область;270;Мужчины;Сельская местность;18277.0;19472.0;20768.0;18095.0;19571.0;18983.0;17914.0
Ленинградская область;410;Мужчины;Сельская местность;44618.0;47091.0;45213.0;39227.0;40562.0;39901.0;38728.0
Мурманская область;470;Мужчины;Сельская местность;21990.0;21971.0;20556.0;16933.0;16155.0;15591.0;14651.0
Новгородская область;490;Мужчины;Сельская местность;14492.0;14497.0;13717.0;13152.0;12765.0;11638.0;10300.0
Псковская область;580;Мужчины;Сельская местность;17532.0;17931.0;17690.0;14875.0;14940.0;13504.0;12891.0
Южный федеральный округ (с 29.07.2016);40;Мужчины;Сельская местность;260423.0;266321.0;252313.0;228106.0;236613.0;228423.0;225615.0
Республика Адыгея (Адыгея);790;Мужчины;Сельская местность;9829.0;9296.0;8443.0;7903.0;8966.0;8619.0;8812.0
Республика Калмыкия;850;Мужчины;Сельская местность;11033.0;11297.0;10664.0;8265.0;8801.0;9341.0;8319.0
Республика Крым;350;Мужчины;Сельская местность;22516.0;24222.0;24666.0;28467.0;27543.0;27036.0;23936.0
Краснодарский край;300;Мужчины;Сельская местность;92378.0;91530.0;86299.0;75114.0;79624.0;73870.0;75030.0
Астраханская область;120;Мужчины;Сельская местность;14805.0;14570.0;13650.0;12297.0;13328.0;12489.0;12234.0
Волгоградская область;180;Мужчины;Сельская местность;39227.0;41962.0;37676.0;31681.0;32704.0;31798.0;30452.0
Ростовская область;600;Мужчины;Сельская местность;64910.0;66875.0;64325.0;57052.0;57454.0;57034.0;57951.0
Город федерального значения Севастополь;670;Мужчины;Сельская местность;5725.0;6569.0;6590.0;7327.0;8193.0;8236.0;8881.0
Северо-Кавказский федеральный округ;38;Мужчины;Сельская местность;137588.0;142108.0;134811.0;108959.0;110491.0;108120.0;104329.0
Республика Дагестан;820;Мужчины;Сельская местность;42894.0;42836.0;39954.0;31927.0;31482.0;30451.0;28641.0
Республика Ингушетия;260;Мужчины;Сельская местность;3987.0;4352.0;3902.0;3418.0;3448.0;3836.0;3296.0
Кабардино-Балкарская Республика;830;Мужчины;Сельская местность;8674.0;8588.0;7725.0;5854.0;5803.0;6101.0;5632.0
Карачаево-Черкесская Республика;910;Мужчины;Сельская местность;7789.0;8467.0;8598.0;7609.0;8381.0;7778.0;7766.0
Республика Северная Осетия-Алания;900;Мужчины;Сельская местность;10212.0;10406.0;8836.0;6591.0;6142.0;6289.0;5901.0
Чеченская Республика;960;Мужчины;Сельская местность;14475.0;15116.0;13331.0;10342.0;11620.0;13605.0;11875.0
Ставропольский край;700;Мужчины;Сельская местность;49557.0;52343.0;52465.0;43218.0;43615.0;40060.0;41218.0
Приволжский федеральный округ;33;Мужчины;Сельская местность;515563.0;530468.0;498973.0;426532.0;454913.0;421261.0;405061.0
Республика Башкортостан;800;Мужчины;Сельская местность;93765.0;96722.0;94388.0;80472.0;91366.0;86279.0;87356.0
Республика Марий Эл;880;Мужчины;Сельская местность;12146.0;12039.0;13365.0;11822.0;11768.0;10954.0;10295.0
Республика Мордовия;890;Мужчины;Сельская местность;14603.0;15176.0;14305.0;11236.0;11926.0;11521.0;10817.0
Республика Татарстан (Татарстан);920;Мужчины;Сельская местность;52050.0;52804.0;49898.0;45722.0;50440.0;43763.0;43667.0
Удмуртская Республика;940;Мужчины;Сельская местность;30404.0;30717.0;26036.0;23282.0;25208.0;24419.0;23094.0
Чувашская Республика - Чувашия;970;Мужчины;Сельская местность;28703.0;31098.0;26222.0;22224.0;23165.0;20591.0;19514.0
Пермский край;570;Мужчины;Сельская местность;50805.0;53508.0;46318.0;40329.0;44218.0;39796.0;38251.0
Кировская область;330;Мужчины;Сельская местность;31611.0;32703.0;30946.0;26408.0;27066.0;25845.0;25258.0
Нижегородская область;220;Мужчины;Сельская местность;42703.0;43941.0;42704.0;37757.0;37607.0;34633.0;31940.0
Оренбургская область;530;Мужчины;Сельская местность;39105.0;38726.0;39528.0;32333.0;34907.0;32061.0;29356.0
Пензенская область;560;Мужчины;Сельская местность;21921.0;22034.0;20872.0;15682.0;14938.0;14281.0;13919.0
Самарская область;360;Мужчины;Сельская местность;38462.0;40506.0;39340.0;32536.0;35359.0;33005.0;31048.0
Саратовская область;630;Мужчины;Сельская местность;41229.0;41412.0;38654.0;32187.0;31576.0;30856.0;28404.0
Ульяновская область;730;Мужчины;Сельская местность;18056.0;19082.0;16397.0;14542.0;15369.0;13257.0;12142.0
Уральский федеральный округ;34;Мужчины;Сельская местность;227219.0;231606.0;213002.0;186251.0;192103.0;179126.0;167570.0
Курганская область;370;Мужчины;Сельская местность;21392.0;23364.0;21117.0;19661.0;19819.0;18299.0;16865.0
Свердловская область;650;Мужчины;Сельская местность;64800.0;65506.0;57031.0;50100.0;49833.0;45582.0;41960.0
Тюменская область;710;Мужчины;Сельская местность;86551.0;87358.0;81404.0;69669.0;72887.0;69174.0;64909.0
Ханты-Мансийский автономный округ - Югра (Тюменская область);711;Мужчины;Сельская местность;40021.0;38966.0;35788.0;30240.0;30240.0;30240.0;30240.0
Ямало-Ненецкий автономный округ (Тюменская область);711;Мужчины;Сельская местность;19457.0;18883.0;16787.0;13633.0;14391.0;13744.0;12356.0
Тюменская область (кроме Ханты-Мансийского автономного округа-Югры и Ямало-Ненецкого автономного округа);710;Мужчины;Сельская местность;27073.0;29509.0;28829.0;25796.0;25722.0;25166.0;23840.0
Челябинская область;750;Мужчины;Сельская местность;54476.0;55378.0;53450.0;46821.0;49564.0;46071.0;43836.0
Сибирский федеральный округ;35;Мужчины;Сельская местность;381010.0;381010.0;381010.0;381010.0;381010.0;381010.0;381010.0
Сибирский федеральный округ (с 03.11.2018);41;Мужчины;Сельская местность;343850.0;343850.0;315787.0;271521.0;288253.0;272993.0;262175.0
Республика Алтай;840;Мужчины;Сельская местность;9606.0;9546.0;9288.0;7603.0;8546.0;8341.0;7930.0
Республика Тыва;930;Мужчины;Сельская местность;7778.0;7927.0;6938.0;5701.0;7000.0;7649.0;7504.0
Республика Хакасия;950;Мужчины;Сельская местность;13733.0;13509.0;12394.0;11454.0;13004.0;11713.0;11808.0
Алтайский край;100;Мужчины;Сельская местность;52366.0;56130.0;54044.0;44283.0;47662.0;43693.0;41886.0
Красноярский край;400;Мужчины;Сельская местность;69273.0;71551.0;66772.0;61085.0;67450.0;65404.0;64050.0
Иркутская область;250;Мужчины;Сельская местность;39209.0;40092.0;33666.0;28178.0;28099.0;28196.0;27212.0
Кемеровская область - Кузбасс;320;Мужчины;Сельская местность;43207.0;44386.0;39320.0;33272.0;33658.0;31942.0;30419.0
Новосибирская область;500;Мужчины;Сельская местность;36593.0;39805.0;37652.0;34098.0;36011.0;33444.0;32694.0
Омская область;520;Мужчины;Сельская местность;36444.0;37499.0;34612.0;29056.0;30294.0;27647.0;25554.0
Томская область;690;Мужчины;Сельская местность;23519.0;23405.0;21101.0;16791.0;16529.0;14964.0;13118.0
Дальневосточный федеральный округ;36;Мужчины;Сельская местность;149544.0;149544.0;149544.0;149544.0;149544.0;149544.0;149544.0
Дальневосточный федеральный округ (с 03.11.2018);42;Мужчины;Сельская местность;201713.0;201713.0;189729.0;162600.0;177050.0;169695.0;158226.0
Республика Бурятия;810;Мужчины;Сельская местность;27740.0;28766.0;28651.0;24565.0;27754.0;25354.0;25016.0
Забайкальский край;760;Мужчины;Сельская местность;21542.0;22445.0;21373.0;17474.0;18316.0;16878.0;16141.0
Республика Саха (Якутия);980;Мужчины;Сельская местность;27524.0;28097.0;24811.0;21985.0;26634.0;25565.0;24256.0
Камчатский край;300;Мужчины;Сельская местность;6929.0;7296.0;6919.0;6356.0;6451.0;6403.0;5996.0
Приморский край;500;Мужчины;Сельская местность;43832.0;44223.0;42401.0;36261.0;39593.0;37880.0;34928.0
Хабаровский край;800;Мужчины;Сельская местность;28766.0;28537.0;27378.0;22325.0;25172.0;24658.0;23196.0
Амурская область;100;Мужчины;Сельская местность;19190.0;19518.0;17799.0;15539.0;15053.0;15905.0;12655.0
Магаданская область;440;Мужчины;Сельская местность;4366.0;4508.0;3953.0;3311.0;3418.0;3082.0;2910.0
Сахалинская область;640;Мужчины;Сельская местность;12446.0;12241.0;10051.0;9286.0;8831.0;8091.0;7836.0
Еврейская автономная область;990;Мужчины;Сельская местность;3487.0;3030.0;3106.0;2476.0;2995.0;3070.0;2572.0
Чукотский автономный округ;770;Мужчины;Сельская местность;3004.0;3052.0;3287.0;3022.0;2833.0;2809.0;2720.0
Вологда;194;Мужчины;Сельская местность;3206.0;2690.0;2690.0;2690.0;2690.0;2690.0;2690.0
Череповец;194;Мужчины;Сельская местность;3004.0;2973.0;2973.0;2973.0;2973.0;2973.0;2973.0
Город Санкт-Петербург город федерального значения;400;Мужчины;Сельская местность;85307.0;89639.0;84203.0;75440.0;76887.0;72069.0;68132.0
Краснодар;340;Мужчины;Сельская местность;11419.0;11462.0;11462.0;11462.0;11462.0;11462.0;11462.0
Армавир;340;Мужчины;Сельская местность;1546.0;1544.0;1544.0;1544.0;1544.0;1544.0;1544.0
Новороссийск;342;Мужчины;Сельская местность;2971.0;2779.0;2779.0;2779.0;2779.0;2779.0;2779.0
Сочи;342;Мужчины;Сельская местность;5844.0;6483.0;6483.0;6483.0;6483.0;6483.0;6483.0
Саратов;634;Мужчины;Сельская местность;8227.0;8227.0;8227.0;8227.0;8227.0;8227.0;8227.0
Балаково;634;Мужчины;Сельская местность;1733.0;1733.0;1733.0;1733.0;1733.0;1733.0;1733.0
Чита;764;Мужчины;Сельская местность;4130.0;4471.0;4471.0;4471.0;4471.0;4471.0;4471.0
Томск;694;Мужчины;Сельская местность;9228.0;9000.0;9000.0;9000.0;9000.0;9000.0;9000.0
Энгельс;634;Мужчины;Сельская местность;2134.0;2134.0;2134.0;2134.0;2134.0;2134.0;2134.0
Северск;695;Мужчины;Сельская местность;1274.0;1326.0;1326.0;1326.0;1326.0;1326.0;1326.0
